frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,projectile_like_count,attacker_like_count
402,34.8,0.5115,0.76,138.1,364.8,30,12,7,23
403,34.867,0.5171,0.7613,139.62,365.43,29,12,6,23
404,34.933,0.4804,0.7601,129.7,364.87,31,12,6,25
405,35,0.488,0.7616,131.76,365.57,30,11,6,24
406,35.067,0.4503,0.7602,121.58,364.88,31,12,6,25
407,35.133,0.4594,0.7617,124.04,365.64,30,11,5,25
408,35.2,0.4594,0.7617,124.04,365.64,29,11,4,25
409,35.267,0.4594,0.7617,124.04,365.64,31,11,5,26
410,35.333,0.4594,0.7617,124.04,365.64,31,11,5,26
411,35.4,0.4594,0.7617,124.04,365.64,31,12,5,26
412,35.467,0.4594,0.7617,124.04,365.64,31,13,5,26
413,35.533,0.4594,0.7617,124.04,365.64,30,12,6,24
414,35.6,0.4594,0.7617,124.04,365.64,30,14,5,25
415,35.667,0.4295,0.7599,115.96,364.75,31,16,6,25
416,35.733,0.4143,0.7599,111.86,364.76,34,16,8,26
417,35.8,0.4085,0.7615,110.28,365.51,30,13,4,26
418,35.867,0.385,0.7616,103.94,365.55,30,13,4,26
419,35.933,0.768,0.69,207.36,331.18,35,17,8,27
420,36,0.3554,0.7614,95.95,365.45,36,18,9,27
421,36.067,0.3471,0.7615,93.72,365.54,32,12,6,26
422,36.133,0.3189,0.76,86.1,364.8,34,14,8,26
423,36.2,0.3115,0.76,84.1,364.8,33,13,6,27
424,36.267,0.3094,0.7613,83.54,365.42,32,12,6,26
425,36.333,0.3094,0.7613,83.54,365.42,34,14,8,26
426,36.4,0.3094,0.7613,83.54,365.42,32,12,7,25
427,36.467,0.3094,0.7613,83.54,365.42,32,12,7,25
428,36.533,0.3094,0.7613,83.54,365.42,32,13,7,25
429,36.6,0.3094,0.7613,83.54,365.42,33,13,8,25
430,36.667,0.3094,0.7613,83.54,365.42,31,13,7,24
431,36.733,0.3094,0.7613,83.54,365.42,33,14,7,26
432,36.8,0.3041,0.76,82.1,364.8,34,12,7,27
433,36.867,0.3308,0.7601,89.32,364.85,31,11,5,26
434,36.933,0.3263,0.76,88.1,364.8,31,11,4,27
