frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
466,901.067,0.2929,0.8773,79.07,421.1,34,19,14,18,25,9
467,901.133,0.2929,0.8773,79.07,421.1,32,15,16,14,23,9
468,901.2,0.5536,0.8404,149.46,403.39,23,5,17,5,16,7
469,901.267,0.5049,0.8647,136.32,415.04,26,8,16,8,19,7
470,901.333,0.8866,0.6548,239.39,314.32,17,6,11,6,10,7
471,901.4,0.8598,0.671,232.14,322.08,21,11,10,11,14,7
472,901.467,0.8321,0.683,224.67,327.84,21,10,11,10,15,6
473,901.533,0.7952,0.6983,214.71,335.17,22,10,12,10,16,6
474,901.6,0.7625,0.7171,205.86,344.22,23,11,12,11,17,6
475,901.667,0.718,0.7334,193.87,352.03,23,6,16,6,16,7
476,901.733,0.6619,0.7491,178.7,359.57,22,4,16,4,15,7
477,901.8,0.6176,0.7694,166.75,369.29,17,2,14,2,10,7
478,901.867,0.569,0.7923,153.62,380.31,20,4,16,4,12,8
479,901.933,0.5213,0.82,140.76,393.59,25,4,20,4,17,8
480,902,0.4697,0.8395,126.83,402.94,23,5,17,5,15,8
481,902.067,0.4249,0.8627,114.73,414.1,24,7,17,7,16,8
482,902.133,0.38,0.8858,102.6,425.17,25,8,17,8,17,8
483,902.2,,,,,21,5,14,5,12,9
484,902.267,,,,,21,3,16,3,14,7
485,902.333,,,,,21,6,14,6,14,7
486,902.4,,,,,17,1,16,1,10,7
487,902.467,,,,,23,4,19,4,16,7
488,902.533,,,,,22,5,16,5,15,7
489,902.6,,,,,25,9,15,9,18,7
490,902.667,,,,,24,7,17,7,17,7
491,902.733,,,,,20,5,14,5,12,8
492,902.8,,,,,20,5,14,5,12,8
493,902.867,,,,,21,5,16,5,13,8
494,902.933,,,,,22,5,16,5,14,8
495,903,,,,,24,5,17,5,16,8
496,903.067,,,,,27,6,20,6,19,8
497,903.133,,,,,23,7,16,7,15,8
498,903.2,0.4611,0.5948,124.5,285.5,27,8,19,8,18,9
499,903.267,,,,,19,5,14,5,11,8
500,903.333,,,,,22,6,15,6,14,8
501,903.4,,,,,23,9,14,9,15,8
502,903.467,,,,,22,8,14,8,14,8
503,903.533,,,,,22,8,14,8,14,8
504,903.6,,,,,22,8,14,8,15,7
505,903.667,,,,,26,11,15,11,19,7
506,903.733,0.4605,0.6028,124.33,289.33,26,10,16,10,19,7
507,903.8,,,,,29,9,19,9,22,7
